,State,County,% Adults with Obesity,Food Environment Index,% Physically Inactive,% Limited Access to Healthy Foods,% Frequent Physical Distress,% Frequent Mental Distress,% With Access to Exercise Opportunities,Life Expectancy,Median Household Income,% Uninsured Adults,% Excessive Drinking,POPESTIMATE2022
676,Illinois,Montgomery,38.0,7.6,26.0,12.577399380804955,10.0,14.0,38.0,76.1,59116.0,7.926986584107327,18.0,15504.0
677,Illinois,Morgan,36.0,7.1,27.0,13.555790254902519,10.0,14.0,73.0,76.7,54644.0,3.8734907087603117,17.0,35033.0
678,Illinois,Moultrie,36.0,9.1,25.0,0.324768022840828,10.0,14.0,64.0,77.1,69652.0,3.1156316916488223,19.0,28020.0
679,Illinois,Ogle,37.0,8.4,24.0,6.69688596355056,9.0,13.0,69.0,78.5,74472.0,7.587941258654414,18.0,32209.0
681,Illinois,Perry,40.0,7.0,29.0,4.017448540437382,11.0,14.0,57.0,77.3,53071.0,1.517010379544702,17.0,51351.0
682,Illinois,Piatt,33.0,9.3,20.0,0.14967794016245942,8.0,13.0,55.0,80.0,81583.0,0.37895987846375495,19.0,178383.0
683,Illinois,Pike,39.0,7.5,27.0,8.038663299009132,11.0,15.0,44.0,76.5,54474.0,3.5651836020983096,18.0,20588.0
684,Illinois,Pope,39.0,6.5,28.0,2.8643186031214496,11.0,14.0,98.0,79.1,50404.0,1.285654487831131,17.0,16723.0
685,Illinois,Pulaski,43.0,6.1,31.0,6.848936757801711,12.0,15.0,38.0,74.0,42738.0,2.016017674675504,15.0,14484.0
686,Illinois,Putnam,35.0,8.8,23.0,0.07957559681697612,9.0,13.0,23.0,80.8,74798.0,6.923076923076923,19.0,3770.0
687,Illinois,Randolph,38.0,8.2,28.0,30.15427769985975,11.0,14.0,72.0,77.0,58694.0,21.719094369865758,17.0,4991.0
688,Illinois,Richland,35.0,8.2,24.0,7.914572864321608,10.0,14.0,63.0,76.7,56852.0,13.801148600143575,18.0,5572.0
689,Illinois,Rock Island,36.0,7.8,27.0,29.370094452574165,10.0,13.0,90.0,77.4,58171.0,24.930158307835573,17.0,30068.0
691,Illinois,Saline,37.0,7.0,27.0,1.1368855412748098,11.0,15.0,71.0,73.2,50914.0,0.8471881690419496,17.0,141527.0
692,Illinois,Sangamon,35.0,7.9,23.0,4.655856825674494,9.0,13.0,85.0,77.7,68476.0,3.023694844283673,17.0,252671.0
693,Illinois,Schuyler,36.0,7.5,25.0,2.0357777103997923,10.0,14.0,63.0,76.4,57839.0,1.6589422618789798,18.0,23087.0
694,Illinois,Scott,35.0,6.8,24.0,0.5454059444621506,9.0,14.0,21.0,78.1,63510.0,0.11925935826128081,18.0,194534.0
695,Illinois,Shelby,36.0,8.3,24.0,19.789504891787725,9.0,14.0,41.0,79.3,55725.0,13.044767269493033,18.0,6746.0
696,Illinois,Stark,36.0,6.6,25.0,24.63465553235908,10.0,14.0,14.0,76.1,58265.0,5.803757828810021,18.0,4790.0
697,Illinois,Stephenson,37.0,8.3,25.0,3.8967294446317613,10.0,14.0,70.0,77.8,56263.0,8.910938779442223,17.0,20761.0
699,Illinois,Union,37.0,7.8,26.0,1.18504595777844,10.0,14.0,56.0,75.2,52384.0,2.0400210878584364,17.0,43627.0
700,Illinois,Vermilion,38.0,7.3,28.0,5.325953922300652,11.0,14.0,69.0,74.6,49825.0,2.631032014225123,16.0,129911.0
701,Illinois,Wabash,38.0,8.1,25.0,2.367746168068229,10.0,14.0,70.0,78.6,56183.0,3.017832647462277,18.0,16767.0
702,Illinois,Warren,36.0,8.6,25.0,0.6967388749879039,10.0,14.0,55.0,76.6,61734.0,1.310532645810581,17.0,72337.0
703,Illinois,Washington,34.0,8.9,22.0,4.753314692883557,9.0,13.0,49.0,79.4,66746.0,4.482727518715613,19.0,11087.0
704,Illinois,Wayne,36.0,7.5,26.0,8.609514491867433,10.0,14.0,34.0,76.5,51669.0,5.851779381191146,18.0,16354.0
705,Illinois,White,36.0,8.0,27.0,2.4994502675364654,11.0,15.0,7.0,74.8,50653.0,5.042879132155685,17.0,13643.0
706,Illinois,Whiteside,38.0,8.2,24.0,23.072076612903224,9.0,13.0,65.0,77.6,56805.0,17.45841733870968,18.0,15872.0
708,Illinois,Williamson,34.0,7.0,24.0,14.949321233854148,9.0,14.0,83.0,77.3,55447.0,5.437447400197593,18.0,54658.0
709,Illinois,Winnebago,42.0,7.4,27.0,3.082710327990964,10.0,14.0,88.0,76.2,57113.0,2.4799176757463504,16.0,696757.0
710,Illinois,Woodford,34.0,8.9,21.0,2.7168453407301896,8.0,13.0,75.0,79.1,85085.0,2.060124447109978,19.0,66695.0
713,Indiana,Allen,36.0,7.2,25.0,0.6285931131354916,11.0,15.0,88.0,76.6,62680.0,0.34756141376082117,17.0,6833037.0
714,Indiana,Bartholomew,34.0,7.3,26.0,22.32727071087945,10.0,15.0,70.0,78.0,72458.0,13.779527559055119,16.0,36068.0
715,Indiana,Benton,40.0,8.1,29.0,0.025035189769293063,12.0,17.0,41.0,76.8,60738.0,0.14586829957414632,18.0,391449.0
716,Indiana,Blackford,43.0,6.8,29.0,1.1527412018194876,12.0,17.0,47.0,75.0,47553.0,0.776873354081877,18.0,83540.0
717,Indiana,Boone,35.0,9.0,20.0,16.011010436976715,8.0,14.0,84.0,78.2,98047.0,35.531597660282145,18.0,8719.0
718,Indiana,Brown,37.0,8.6,23.0,1.3591744273848478,10.0,16.0,49.0,78.3,66839.0,7.366389797801828,19.0,11919.0
719,Indiana,Carroll,39.0,8.6,26.0,0.12000431476187907,11.0,17.0,46.0,80.3,57019.0,1.7029825791489133,19.0,74164.0
720,Indiana,Cass,40.0,8.0,30.0,6.718047527296083,12.0,17.0,69.0,75.8,53813.0,19.10083493898523,17.0,15570.0
721,Indiana,Clark,39.0,8.1,27.0,23.945512040865967,11.0,16.0,88.0,74.9,62822.0,36.7891024081732,18.0,20555.0
722,Indiana,Clay,39.0,7.7,27.0,3.9797549280767184,11.0,17.0,63.0,75.6,64245.0,3.9877464038359083,18.0,37540.0
723,Indiana,Clinton,43.0,8.4,30.0,0.315525970524079,12.0,16.0,69.0,75.8,60609.0,2.038845110554827,17.0,124237.0
724,Indiana,Crawford,41.0,7.1,30.0,2.229045831911748,13.0,18.0,74.0,74.2,52031.0,2.9606884263997877,17.0,26379.0
725,Indiana,Daviess,41.0,8.3,29.0,2.557622628870688,13.0,18.0,53.0,76.4,59888.0,11.615869439454373,18.0,32843.0
726,Indiana,Dearborn,36.0,7.8,24.0,39.32232346241457,10.0,16.0,63.0,77.3,73150.0,23.32953682611997,19.0,10536.0
727,Indiana,Decatur,38.0,7.9,26.0,3.2736848405051173,10.0,16.0,55.0,75.8,64871.0,4.590340535040996,18.0,33418.0
728,Indiana,DeKalb,38.0,7.6,25.0,7.307677265438617,10.0,16.0,64.0,76.4,65059.0,4.431147092181939,19.0,51138.0
729,Indiana,Delaware,40.0,6.5,29.0,57.173682616596,12.0,17.0,76.0,74.2,50533.0,24.333737129012718,17.0,26416.0
730,Indiana,Dubois,38.0,8.6,24.0,3.503235690928632,10.0,16.0,75.0,79.2,67615.0,5.664174155633304,20.0,43731.0
731,Indiana,Elkhart,37.0,7.6,28.0,15.374316037525329,11.0,16.0,75.0,78.1,62233.0,18.62341673286858,17.0,112031.0
732,Indiana,Fayette,39.0,6.6,30.0,4.301888522185552,13.0,18.0,69.0,72.3,50642.0,2.9359185918591857,18.0,43632.0
733,Indiana,Floyd,36.0,8.1,23.0,1.969645705447339,10.0,16.0,85.0,75.3,67330.0,1.9024602445744117,18.0,206890.0
734,Indiana,Fountain,38.0,7.9,27.0,2.1028737847445287,11.0,17.0,52.0,74.8,55195.0,4.449869373420704,18.0,23349.0
735,Indiana,Franklin,35.0,8.5,25.0,0.9081448075922393,10.0,16.0,52.0,77.4,61261.0,1.588324206457368,19.0,80714.0
736,Indiana,Fulton,41.0,7.8,27.0,5.291420296850489,11.0,17.0,36.0,74.7,57400.0,7.9944491372028486,18.0,16574.0
737,Indiana,Gibson,38.0,8.4,26.0,2.3406287997220776,10.0,16.0,67.0,77.0,60592.0,6.16206357477853,18.0,23028.0
738,Indiana,Grant,39.0,7.0,29.0,28.440005903478134,12.0,17.0,65.0,73.2,50248.0,16.32803660156442,17.0,20327.0
739,Indiana,Greene,38.0,7.5,27.0,6.001272997302458,12.0,17.0,43.0,75.7,55504.0,5.373867183948111,18.0,32993.0
740,Indiana,Hamilton,29.0,8.9,17.0,22.806034352185637,7.0,13.0,90.0,81.6,108203.0,17.109448365696284,18.0,66022.0
741,Indiana,Hancock,36.0,8.2,22.0,19.083403212281493,9.0,15.0,64.0,79.0,80326.0,11.497774624266272,20.0,31006.0
742,Indiana,Harrison,39.0,8.6,26.0,0.0019182233962967328,10.0,16.0,42.0,76.9,66989.0,0.6299993697265984,18.0,364921.0
743,Indiana,Hendricks,34.0,8.6,21.0,12.217407006139402,8.0,14.0,77.0,79.2,90298.0,8.581918863609005,19.0,83070.0
744,Indiana,Henry,42.0,7.4,26.0,8.13781335474643,11.0,17.0,67.0,75.2,52994.0,6.140372889011568,19.0,39851.0
745,Indiana,Howard,41.0,6.8,27.0,4.73281689986523,11.0,16.0,73.0,74.1,56268.0,2.3798306069006325,18.0,182534.0
746,Indiana,Huntington,39.0,7.4,26.0,7.392415414494531,11.0,16.0,76.0,76.7,55546.0,4.123479505264234,19.0,48915.0
747,Indiana,Jackson,38.0,7.1,28.0,4.975231531337497,11.0,16.0,75.0,75.2,61943.0,3.4807476009285185,18.0,83574.0
748,Indiana,Jasper,34.0,8.2,26.0,3.192702394526796,11.0,16.0,62.0,77.0,74336.0,5.747407286745941,19.0,36834.0
749,Indiana,Jay,39.0,7.0,29.0,5.1274298056155505,12.0,17.0,49.0,75.5,52315.0,2.775377969762419,18.0,46300.0
750,Indiana,Jefferson,35.0,7.6,26.0,2.6381418827559266,11.0,17.0,58.0,75.4,59333.0,5.276283765511853,18.0,33281.0
751,Indiana,Jennings,42.0,7.2,28.0,14.36775918407763,11.0,17.0,35.0,73.7,61964.0,7.659174175660957,18.0,20198.0
752,Indiana,Johnson,33.0,8.3,22.0,24.755660778243186,9.0,15.0,89.0,77.7,79914.0,23.83293874825472,19.0,32946.0
753,Indiana,Knox,44.0,7.7,27.0,2.6946542707728063,12.0,17.0,62.0,74.4,56564.0,8.16022661243463,18.0,27536.0
754,Indiana,Kosciusko,37.0,8.2,26.0,2.289150812512818,10.0,16.0,61.0,77.9,66525.0,3.649370860527681,18.0,165782.0
755,Indiana,LaGrange,37.0,8.9,28.0,1.7938472715080052,12.0,18.0,30.0,78.5,80335.0,15.647265919695997,18.0,35789.0
756,Indiana,Lake,40.0,7.1,29.0,64.04374829881473,11.0,16.0,94.0,75.7,61468.0,33.591913493182886,18.0,80826.0
757,Indiana,LaPorte,39.0,7.1,28.0,22.72549307492781,11.0,16.0,62.0,75.4,62620.0,13.81588606665688,17.0,40866.0
758,Indiana,Lawrence,38.0,8.0,27.0,0.2703681690011187,11.0,17.0,78.0,76.2,52557.0,0.5219246371242914,19.0,499689.0
759,Indiana,Madison,41.0,6.4,30.0,17.323483322140138,12.0,17.0,70.0,75.1,54026.0,7.057980747705395,18.0,111675.0
761,Indiana,Marshall,40.0,8.0,27.0,1.7617500607238281,12.0,16.0,58.0,78.0,68799.0,2.899562788438183,17.0,131744.0
762,Indiana,Martin,39.0,8.1,27.0,0.0335236099048342,11.0,17.0,67.0,76.4,61520.0,0.05869210472569435,18.0,969466.0
763,Indiana,Miami,39.0,6.9,29.0,7.789432789432789,12.0,17.0,58.0,76.4,56867.0,4.269187602520936,17.0,46332.0
764,Indiana,Monroe,33.0,7.6,23.0,75.24227277364072,10.0,16.0,94.0,79.5,53166.0,97.87820055085177,20.0,9803.0
765,Indiana,Montgomery,41.0,8.1,26.0,4.025340584178954,11.0,16.0,63.0,77.2,57997.0,7.215338902281773,20.0,35674.0
766,Indiana,Morgan,41.0,8.2,26.0,2.9933092418333396,11.0,16.0,66.0,76.1,69203.0,2.838741994346846,20.0,139745.0
767,Indiana,Newton,40.0,7.7,28.0,2.011862148250725,11.0,17.0,18.0,75.9,61336.0,2.748673999947744,18.0,38273.0
768,Indiana,Noble,37.0,8.2,27.0,2.441995680823966,11.0,16.0,67.0,76.6,65979.0,4.753862340107426,19.0,72236.0
770,Indiana,Orange,37.0,7.5,29.0,0.1646716068148711,12.0,17.0,67.0,75.0,52910.0,2.858530200350455,18.0,47367.0
771,Indiana,Owen,39.0,8.0,28.0,0.9322865554465163,12.0,17.0,39.0,75.0,57716.0,24.272162250572457,18.0,6114.0
772,Indiana,Parke,41.0,7.6,29.0,5.722876216684503,13.0,18.0,47.0,79.4,55683.0,5.366151964531418,18.0,19623.0
773,Indiana,Perry,37.0,7.6,26.0,6.35881202867517,11.0,16.0,90.0,77.6,58097.0,3.5518108183595567,19.0,21482.0
774,Indiana,Pike,37.0,8.5,25.0,0.6658928462337346,11.0,16.0,46.0,76.4,52093.0,4.710122793084489,19.0,16369.0
775,Indiana,Porter,35.0,7.8,23.0,68.06547463900328,9.0,15.0,79.0,77.9,80878.0,37.204816764843876,18.0,19183.0
776,Indiana,Posey,37.0,8.0,24.0,17.87475345167653,10.0,16.0,27.0,79.0,74102.0,8.390861275476661,19.0,12168.0
777,Indiana,Pulaski,40.0,8.0,27.0,0.2734694578096126,11.0,17.0,40.0,74.2,58239.0,0.4273675418070724,18.0,174791.0
778,Indiana,Putnam,39.0,8.3,28.0,5.362486533934485,11.0,16.0,63.0,77.7,61223.0,6.790886964848582,18.0,25063.0
779,Indiana,Randolph,40.0,7.5,27.0,16.467761313576293,11.0,17.0,47.0,75.1,50809.0,12.318782539046856,18.0,12485.0
780,Indiana,Ripley,40.0,8.3,25.0,0.6273290260314737,11.0,16.0,32.0,76.6,65893.0,4.474410873703118,19.0,37301.0
781,Indiana,Rush,41.0,7.7,28.0,3.155051765765028,11.0,17.0,47.0,76.6,60486.0,4.255841551745304,18.0,24437.0
782,Indiana,St. Joseph,38.0,7.3,25.0,74.87193591638876,10.0,16.0,83.0,76.3,59325.0,52.07481005260082,17.0,29087.0
783,Indiana,Scott,38.0,6.4,31.0,14.274575661248726,13.0,18.0,59.0,71.5,54747.0,8.246866190847477,17.0,16673.0
784,Indiana,Shelby,39.0,7.9,26.0,0.7927003974521918,11.0,16.0,60.0,76.1,64528.0,0.9568973750523447,19.0,272234.0
785,Indiana,Spencer,38.0,8.7,26.0,0.012201073694485115,11.0,17.0,42.0,78.0,62311.0,4.412721652838783,20.0,24588.0
786,Indiana,Starke,41.0,7.8,30.0,0.6645773599164277,13.0,18.0,64.0,73.8,57994.0,3.2161987953146185,18.0,44991.0
787,Indiana,Steuben,39.0,7.5,25.0,19.61736865828617,10.0,16.0,50.0,79.3,65407.0,9.535733961035708,18.0,19967.0
788,Indiana,Sullivan,42.0,7.6,29.0,5.017628342935764,12.0,17.0,19.0,76.1,47606.0,4.381288158913063,18.0,23258.0
789,Indiana,Switzerland,41.0,7.0,31.0,0.953203743700504,13.0,18.0,47.0,75.8,57362.0,2.0820734341252702,18.0,34725.0
791,Indiana,Tipton,38.0,7.9,25.0,11.663002198680791,10.0,16.0,57.0,77.0,67866.0,8.095142914251449,19.0,10006.0
794,Indiana,Vermillion,42.0,7.7,27.0,3.9556962025316458,12.0,17.0,54.0,75.0,53540.0,12.068469505178365,18.0,6952.0
795,Indiana,Vigo,37.0,5.7,27.0,11.994837101655689,12.0,17.0,83.0,75.4,48421.0,3.6969245148655863,17.0,179744.0
796,Indiana,Wabash,40.0,7.7,27.0,15.274092291761052,11.0,17.0,65.0,75.8,62193.0,11.229046663646367,18.0,15451.0
797,Indiana,Warren,36.0,8.4,25.0,0.13678471029941702,10.0,16.0,33.0,78.5,63154.0,0.33771673301511235,19.0,106006.0
798,Indiana,Warrick,40.0,8.4,22.0,13.35149863760218,9.0,15.0,78.0,77.4,83005.0,9.008044634747632,19.0,30828.0
799,Indiana,Washington,39.0,7.8,29.0,10.459756529960998,12.0,17.0,32.0,75.1,57348.0,20.754047984871764,18.0,8461.0
800,Indiana,Wayne,38.0,6.2,29.0,17.582265858709825,12.0,17.0,70.0,72.9,50569.0,6.361893073559869,18.0,65185.0
801,Indiana,Wells,37.0,7.5,25.0,12.41142290249433,10.0,16.0,46.0,77.2,66102.0,4.822137188208616,19.0,28224.0
802,Indiana,White,39.0,8.7,27.0,0.14787319119400058,11.0,16.0,44.0,75.8,62151.0,2.3448463175048664,19.0,66273.0
803,Indiana,Whitley,37.0,8.6,24.0,1.4257984824422092,10.0,16.0,62.0,78.8,64146.0,6.299629433562731,19.0,28335.0
807,Iowa,Allamakee,38.0,8.9,26.0,6.645316253002402,9.0,14.0,66.0,77.6,60717.0,9.18067787563384,25.0,7494.0
808,Iowa,Appanoose,41.0,7.6,28.0,19.579063971199115,11.0,15.0,54.0,76.9,51222.0,13.431182497923015,22.0,3611.0
809,Iowa,Audubon,36.0,8.9,24.0,1.0315186246418337,9.0,15.0,65.0,77.7,69484.0,1.7120343839541547,24.0,13960.0
810,Iowa,Benton,38.0,9.0,22.0,9.227716222920456,9.0,14.0,45.0,79.4,78155.0,7.268066809988424,24.0,12094.0
812,Iowa,Boone,38.0,9.3,22.0,2.419198008634437,8.0,14.0,77.0,78.8,69888.0,3.5393411380343043,26.0,25711.0
813,Iowa,Bremer,38.0,9.6,21.0,0.24179805640419422,8.0,13.0,74.0,80.8,75395.0,0.4421450174248123,25.0,130274.0
814,Iowa,Buchanan,39.0,9.1,23.0,2.6607538802660753,8.0,14.0,66.0,79.7,64503.0,2.844902100792965,27.0,26609.0
815,Iowa,Buena Vista,33.0,8.9,29.0,4.50532483471238,10.0,14.0,79.0,80.5,60576.0,5.855338691159587,20.0,25259.0
816,Iowa,Butler,36.0,9.0,23.0,1.371053393839915,9.0,14.0,56.0,78.1,65284.0,2.447619967171961,25.0,20714.0
817,Iowa,Calhoun,40.0,8.4,24.0,4.155339805825243,9.0,14.0,43.0,78.5,59643.0,1.5242718446601942,24.0,20600.0
818,Iowa,Carroll,35.0,9.3,22.0,2.9084028313126358,9.0,14.0,75.0,79.7,65598.0,4.618403532132595,26.0,14269.0
819,Iowa,Cass,34.0,8.2,25.0,13.100257069408741,10.0,15.0,73.0,75.6,55909.0,6.416452442159383,24.0,9725.0
820,Iowa,Cedar,40.0,9.1,21.0,4.3516312539505035,8.0,14.0,65.0,81.2,75894.0,2.844362328001167,25.0,20567.0
821,Iowa,Cerro Gordo,36.0,8.6,23.0,18.43711843711844,9.0,14.0,92.0,77.6,55465.0,11.385836385836386,24.0,13104.0
822,Iowa,Cherokee,39.0,8.6,23.0,3.9567367791727817,9.0,14.0,77.0,78.2,64286.0,2.0870699494537748,24.0,18399.0
823,Iowa,Chickasaw,36.0,9.1,22.0,0.9290480794171049,9.0,14.0,71.0,78.5,67667.0,1.1011813530146903,26.0,42409.0
824,Iowa,Clarke,38.0,8.3,28.0,2.471499434339918,11.0,15.0,62.0,76.0,58483.0,3.9509181098250807,22.0,11491.0
825,Iowa,Clay,40.0,8.6,23.0,6.495390918402184,9.0,14.0,75.0,79.3,60162.0,6.324684192557187,25.0,11716.0
826,Iowa,Clayton,42.0,8.7,26.0,1.9913330581923234,10.0,15.0,64.0,80.4,56076.0,7.72802311184482,24.0,9692.0
827,Iowa,Clinton,41.0,7.8,25.0,24.89833080424886,10.0,15.0,67.0,77.4,60528.0,10.792109256449166,23.0,16475.0
828,Iowa,Crawford,43.0,7.6,31.0,11.42303400481588,11.0,14.0,67.0,79.4,58874.0,7.288424267340107,22.0,17027.0
829,Iowa,Dallas,36.0,9.6,19.0,3.4243915069911965,7.0,12.0,68.0,81.8,94467.0,6.563956499223201,23.0,46344.0
830,Iowa,Davis,38.0,9.1,26.0,1.8048750232586988,10.0,15.0,41.0,78.1,75730.0,3.671773243192954,24.0,16123.0
831,Iowa,Decatur,40.0,8.4,25.0,0.27681084283809804,10.0,15.0,63.0,77.9,48666.0,0.29625240705080724,23.0,108016.0
832,Iowa,Delaware,39.0,9.3,22.0,5.038335158817087,9.0,14.0,62.0,79.4,69767.0,6.0350492880613364,25.0,9130.0
833,Iowa,Des Moines,36.0,7.7,25.0,41.12976701809189,10.0,15.0,72.0,77.6,53917.0,16.100481582715084,25.0,7683.0
834,Iowa,Dickinson,36.0,9.1,21.0,1.7873406193078325,8.0,13.0,84.0,80.7,67949.0,3.341302367941712,26.0,17568.0
835,Iowa,Dubuque,36.0,8.6,20.0,13.804089520277858,8.0,14.0,83.0,80.1,73968.0,8.24432663933356,27.0,38293.0
836,Iowa,Emmet,39.0,8.0,24.0,6.323496782782338,9.0,14.0,77.0,76.7,52000.0,2.507211005103173,24.0,18028.0
837,Iowa,Fayette,39.0,8.7,24.0,0.3638132492880813,10.0,14.0,70.0,77.8,56366.0,0.7103985731224094,23.0,98677.0
838,Iowa,Floyd,39.0,8.1,23.0,11.181342632955536,9.0,14.0,74.0,78.9,59638.0,6.767654751525718,23.0,9176.0
839,Iowa,Franklin,41.0,8.6,27.0,3.161604643930756,10.0,15.0,74.0,78.4,60269.0,2.746967969316886,23.0,19294.0
840,Iowa,Fremont,38.0,6.9,23.0,12.401382278150876,9.0,14.0,31.0,77.6,68622.0,1.6887266088544046,25.0,15337.0
841,Iowa,Greene,36.0,8.6,24.0,4.286002420330778,9.0,14.0,63.0,79.6,57737.0,3.217022993142396,24.0,9916.0
843,Iowa,Guthrie,39.0,9.0,24.0,3.9583571673721543,9.0,14.0,49.0,80.4,66112.0,4.862143919460015,24.0,8741.0
844,Iowa,Hamilton,37.0,9.2,23.0,3.463904176108773,8.0,14.0,75.0,77.6,64292.0,4.629329880220136,25.0,12356.0
845,Iowa,Hancock,36.0,8.8,24.0,3.6911806142575374,9.0,14.0,70.0,81.8,61544.0,3.5409035409035408,24.0,10647.0
846,Iowa,Hardin,39.0,9.0,24.0,2.834008097165992,9.0,14.0,85.0,79.1,58126.0,4.75033738191633,23.0,14820.0
847,Iowa,Harrison,40.0,8.7,24.0,8.151614412728124,9.0,14.0,46.0,75.8,67433.0,5.259709873654656,25.0,10685.0
848,Iowa,Henry,37.0,8.0,24.0,12.705981770990524,9.0,14.0,73.0,78.7,61112.0,4.170942234562685,24.0,16567.0
849,Iowa,Howard,39.0,8.4,23.0,6.638013371537727,9.0,14.0,77.0,78.8,58857.0,2.462818938463638,24.0,14658.0
850,Iowa,Humboldt,37.0,8.2,24.0,3.629431570608041,9.0,15.0,73.0,80.0,69252.0,2.059813824519707,24.0,20196.0
851,Iowa,Ida,37.0,9.2,24.0,0.2832266862477709,9.0,14.0,74.0,76.2,58792.0,2.7903073534039655,24.0,9533.0
852,Iowa,Iowa,39.0,9.4,22.0,1.7551190973673212,8.0,14.0,69.0,78.5,66613.0,4.962390305056415,25.0,9572.0
853,Iowa,Jackson,38.0,8.4,24.0,20.223577235772357,9.0,14.0,62.0,78.6,61307.0,10.511033681765388,25.0,6888.0
854,Iowa,Jasper,39.0,8.8,23.0,8.783004552352049,9.0,14.0,75.0,79.1,65714.0,6.585735963581183,25.0,16475.0
855,Iowa,Jefferson,32.0,8.1,24.0,5.775201821569033,9.0,13.0,62.0,79.9,52763.0,4.579797143448562,22.0,19324.0
856,Iowa,Johnson,29.0,9.0,21.0,8.14750382202541,8.0,13.0,90.0,82.6,68664.0,17.728926142653805,22.0,37938.0
857,Iowa,Jones,37.0,8.7,24.0,6.230093005478405,9.0,14.0,68.0,81.3,62810.0,4.930564403108676,23.0,15698.0
858,Iowa,Keokuk,38.0,8.1,26.0,0.5165579849124153,10.0,14.0,38.0,79.4,56843.0,0.2403784682265695,25.0,156420.0
859,Iowa,Kossuth,38.0,8.6,25.0,3.089025326170376,9.0,14.0,61.0,79.9,62571.0,2.4510744435917116,23.0,20848.0
860,Iowa,Lee,39.0,7.5,25.0,46.314620355411954,10.0,14.0,71.0,75.9,56001.0,11.157108239095315,26.0,9904.0
861,Iowa,Linn,37.0,8.6,20.0,91.26770293609671,8.0,14.0,92.0,79.6,70464.0,57.49913644214162,23.0,14475.0
862,Iowa,Louisa,37.0,9.4,25.0,0.11266747868453106,9.0,14.0,49.0,78.3,64151.0,1.900121802679659,24.0,32840.0
863,Iowa,Lucas,37.0,7.8,25.0,0.3733086498452188,10.0,15.0,63.0,77.4,64796.0,0.1357882925167989,24.0,229033.0
864,Iowa,Lyon,34.0,9.7,22.0,2.688020979675939,9.0,14.0,42.0,81.3,70654.0,4.430083356748151,24.0,10677.0
865,Iowa,Madison,34.0,9.2,21.0,7.227529059730695,8.0,14.0,46.0,79.3,82730.0,7.687881229140292,26.0,8689.0
866,Iowa,Mahaska,36.0,8.1,25.0,15.39535265621151,9.0,15.0,71.0,78.2,62776.0,6.847852861482881,22.0,12179.0
867,Iowa,Marion,34.0,9.0,21.0,6.321906550833529,8.0,13.0,74.0,78.9,69307.0,5.22423104015027,24.0,17036.0
868,Iowa,Marshall,38.0,8.1,30.0,17.811901941128223,9.0,14.0,81.0,76.5,63541.0,10.771894650505786,21.0,21946.0
869,Iowa,Mills,34.0,9.1,22.0,1.7032281077224896,8.0,14.0,62.0,78.6,76917.0,1.3940907199334167,25.0,33642.0
870,Iowa,Mitchell,37.0,8.7,23.0,2.324531708417964,9.0,14.0,73.0,80.4,61719.0,1.2086561849595026,24.0,39879.0
871,Iowa,Monona,36.0,8.3,24.0,3.1814746100460387,9.0,15.0,58.0,75.3,56394.0,2.1713735999450283,25.0,14553.0
872,Iowa,Monroe,38.0,8.7,24.0,1.7375617166729966,10.0,15.0,70.0,76.9,62014.0,3.0573490315229774,23.0,10532.0
873,Iowa,Montgomery,42.0,8.2,25.0,9.368371435305209,10.0,15.0,79.0,74.9,53399.0,4.913975960405374,25.0,8486.0
874,Iowa,Muscatine,43.0,8.8,25.0,31.496688741721858,9.0,14.0,76.0,77.7,63519.0,23.748344370860927,23.0,7550.0
875,Iowa,O'Brien,35.0,8.8,26.0,6.604605585497306,9.0,14.0,79.0,76.9,62959.0,5.164135227829495,24.0,10205.0
876,Iowa,Osceola,39.0,8.5,25.0,1.2483186634259151,9.0,14.0,54.0,78.7,62624.0,0.6607357764825259,24.0,42377.0
877,Iowa,Page,40.0,8.6,25.0,3.733997155049787,9.0,14.0,72.0,78.6,55317.0,3.8193456614509245,23.0,14060.0
878,Iowa,Palo Alto,38.0,8.7,22.0,11.149768058316765,8.0,14.0,72.0,77.0,57866.0,5.550033134526176,26.0,6036.0
879,Iowa,Plymouth,34.0,9.3,22.0,5.249950472165358,8.0,13.0,77.0,79.5,74002.0,6.623522419599816,24.0,15143.0
880,Iowa,Pocahontas,37.0,8.4,26.0,6.766316750342309,10.0,15.0,63.0,77.4,59634.0,3.3546325878594248,24.0,8764.0
881,Iowa,Polk,35.0,8.7,21.0,80.98983684435964,8.0,14.0,89.0,78.4,73276.0,82.64475682411121,24.0,25681.0
883,Iowa,Poweshiek,37.0,9.0,22.0,0.04809524854866101,9.0,14.0,67.0,79.2,60542.0,0.116945293151516,23.0,501089.0
884,Iowa,Ringgold,38.0,8.9,25.0,0.1760166571860947,10.0,15.0,46.0,77.0,52849.0,0.21787427688278793,23.0,93173.0
885,Iowa,Sac,41.0,9.1,25.0,2.106460172199058,9.0,14.0,62.0,79.0,66007.0,1.9223479720582661,25.0,18467.0
887,Iowa,Shelby,39.0,8.9,23.0,7.029876977152901,9.0,14.0,51.0,79.4,64534.0,4.3523208932078985,25.0,9673.0
888,Iowa,Sioux,35.0,10.0,22.0,0.0735953634921,8.0,13.0,80.0,83.3,84283.0,0.8532462454865343,22.0,173924.0
889,Iowa,Story,33.0,8.3,20.0,80.6097037355088,8.0,13.0,95.0,82.1,65137.0,34.1691713181623,22.0,11645.0
