State,County,% Adults with Obesity,Food Environment Index,% Physically Inactive,# Limited Access to Healthy Foods,% Frequent Physical Distress,% Frequent Mental Distress,% With Access to Exercise Opportunities,Life Expectancy,Median Household Income,# Uninsured Adults,% Excessive Drinking,,,,STNAME,CTYNAME,POPESTIMATE2022,,TRUE
California,Mendocino,31,7.4,21,5202,11,16,66,78.5,57516,6328,21,,,,California,Mariposa,17020,,TRUE
California,Merced,38,7.2,29,19726,13,16,81,78.2,54703,21784,19,,,,California,Mendocino,89783,,TRUE
California,Modoc,32,6.3,22,1664,12,17,55,76.9,49273,455,22,,,,California,Merced,290014,,TRUE
California,Mono,30,6.9,19,2448,10,15,70,103.3,70945,1136,23,,,,California,Modoc,8511,,TRUE
California,Monterey,32,8.2,25,21089,11,15,90,82.2,81404,34358,20,,,,California,Mono,12978,,TRUE
California,Napa,27,8.8,19,3589,9,14,95,82.1,94127,7924,22,,,,California,Monterey,432858,,TRUE
California,Nevada,28,7.8,16,8507,9,15,83,80.8,77220,3819,23,,,,California,Napa,134300,,TRUE
California,Orange,23,8.8,21,33752,9,13,99,82.8,100210,183042,17,,,,California,Nevada,102293,,TRUE
California,Placer,28,8.7,15,17793,8,14,93,82.3,103588,12470,23,,,,California,Orange,3151184,,TRUE
California,Plumas,30,8,18,214,10,16,93,77.4,58154,703,23,,,,California,Placer,417772,,TRUE
California,Riverside,35,8.1,22,152519,11,15,91,80,78690,174793,21,,,,California,Plumas,19351,,TRUE
California,Sacramento,31,8,21,59972,10,15,99,79.2,79611,76008,19,,,,California,Riverside,2473902,,TRUE
California,San Benito,32,8.8,23,1491,10,15,85,81.9,95187,3831,21,,,,California,Sacramento,1584169,,TRUE
California,San Bernardino,39,7.8,26,173574,11,15,87,77.6,74218,146106,19,,,,California,San Benito,67579,,TRUE
California,San Diego,28,8.5,20,85525,9,14,98,81.8,90756,201226,21,,,,California,San Bernardino,2193656,,TRUE
California,San Francisco,19,8.5,17,2436,7,12,100,83.7,119776,32888,19,,,,California,San Diego,3276208,,TRUE
California,San Joaquin,30,7.9,24,31081,11,15,92,77.7,79598,45198,21,,,,California,San Francisco,808437,,TRUE
California,San Luis Obispo,28,8.5,18,10932,9,15,87,81.8,79688,12767,23,,,,California,San Joaquin,793229,,TRUE
California,San Mateo,21,9.3,17,6605,7,12,99,84.9,131151,24843,19,,,,California,San Luis Obispo,282013,,TRUE
California,Santa Barbara,30,8.6,21,12215,10,15,96,81.7,83185,37111,21,,,,California,San Mateo,729181,,TRUE
California,Santa Clara,21,9.2,19,17215,7,12,99,84.7,141161,75242,19,,,,California,Santa Barbara,443837,,TRUE
California,Santa Cruz,28,8.2,19,14218,9,14,97,82.7,90370,14875,22,,,,California,Santa Clara,1870945,,TRUE
California,Shasta,31,7.3,20,12257,11,16,79,75.8,60187,8414,22,,,,California,Santa Cruz,264370,,TRUE
California,Sierra,30,6,19,804,10,16,7,81,60659,128,24,,,,California,Shasta,180930,,TRUE
California,Siskiyou,32,6.6,21,5111,12,17,72,75.9,50069,2097,22,,,,California,Sierra,3217,,TRUE
California,Solano,30,8.5,21,15627,9,14,97,80,87348,19682,19,,,,California,Siskiyou,43660,,TRUE
California,Sonoma,25,8.7,19,12493,9,14,94,82,92999,24138,23,,,,California,Solano,448747,,TRUE
California,Stanislaus,33,8.1,26,17334,11,16,94,77.3,73151,30382,21,,,,California,Sonoma,482650,,TRUE
California,Sutter,30,7.4,24,7709,11,15,84,78.4,63246,6334,19,,,,California,Stanislaus,551275,,TRUE
California,Tehama,34,6.9,24,6325,12,17,60,76.2,53654,3502,21,,,,California,Sutter,98503,,TRUE
California,Trinity,33,6.8,22,1057,12,17,90,74.6,45508,560,21,,,,California,Tehama,65245,,TRUE
California,Tulare,36,7.3,29,21739,14,16,74,77.8,57398,33013,18,,,,California,Trinity,15781,,TRUE
California,Tuolumne,29,7.5,18,3411,10,16,75,78.3,61396,2067,23,,,,California,Tulare,477544,,TRUE
California,Ventura,29,8.8,21,19017,9,14,98,82.3,95819,50932,19,,,,California,Tuolumne,54531,,TRUE
California,Yolo,31,8.4,20,5793,10,14,96,81.4,76247,9544,19,,,,California,Ventura,832605,,TRUE
California,Yuba,34,7,24,7852,12,16,82,76.3,60764,4645,20,,,,California,Yolo,222115,,TRUE
Colorado,,24,8.5,17,253692,8,13,90,80,82228,415646,20,,,,California,Yuba,84310,,FALSE
Colorado,Adams,30,8.4,23,20911,10,14,94,78.6,80831,49068,19,,,,Colorado,Colorado,5839926,,FALSE
Colorado,Alamosa,31,7,25,1942,12,16,81,75.1,51009,1600,18,,,,Colorado,Adams,527575,,TRUE
Colorado,Arapahoe,25,8.8,18,12030,8,13,98,80.6,84308,49562,21,,,,Colorado,Alamosa,16592,,TRUE
Colorado,Archuleta,23,7.6,18,1294,9,14,91,82.6,68025,1342,22,,,,Colorado,Arapahoe,655808,,TRUE
Colorado,Baca,28,7.2,22,390,11,16,53,76.4,44257,249,20,,,,Colorado,Archuleta,14003,,TRUE
Colorado,Bent,33,7.4,27,333,12,15,82,74,37185,216,19,,,,Colorado,Baca,3432,,TRUE
Colorado,Boulder,18,8.8,13,7671,7,13,95,82.6,90327,16788,21,,,,Colorado,Bent,5399,,TRUE
Colorado,Broomfield,22,8.7,14,2817,7,12,100,81.8,106413,3153,21,,,,Colorado,Boulder,327468,,TRUE
Colorado,Chaffee,23,8.2,17,521,9,14,100,81.9,65987,1486,22,,,,Colorado,Broomfield,76121,,TRUE
Colorado,Cheyenne,25,8,19,164,9,15,52,79,58544,132,21,,,,Colorado,Chaffee,20223,,TRUE
Colorado,Clear Creek,22,8.5,15,255,8,13,73,83.5,78312,536,23,,,,Colorado,Cheyenne,1732,,TRUE
Colorado,Conejos,30,8,25,269,12,15,6,75.4,45931,611,18,,,,Colorado,Clear Creek,9355,,TRUE
Colorado,Costilla,30,1.6,28,2043,13,15,43,77.2,35416,358,17,,,,Colorado,Conejos,7579,,TRUE
Colorado,Crowley,30,7.4,26,33,12,14,2,77.2,38049,157,19,,,,Colorado,Costilla,3603,,TRUE
Colorado,Custer,23,8.4,16,268,9,14,94,79,63505,315,22,,,,Colorado,Crowley,5614,,TRUE
Colorado,Delta,26,7.6,23,1087,11,16,60,77.1,52403,2497,21,,,,Colorado,Custer,5335,,TRUE
Colorado,Denver,22,8.1,16,25554,8,13,99,78.9,81262,68241,23,,,,Colorado,Delta,31602,,TRUE
Colorado,Dolores,24,5,17,770,8,14,19,75.7,55157,132,22,,,,Colorado,Denver,713252,,TRUE
Colorado,Douglas,20,9.4,12,5567,7,12,93,83.4,129839,12305,22,,,,Colorado,Dolores,2455,,TRUE
Colorado,Eagle,21,8.5,16,2459,8,13,92,91.4,94928,6545,22,,,,Colorado,Douglas,375988,,TRUE
Colorado,Elbert,25,8.9,15,1619,8,14,48,82.4,114853,1519,21,,,,Colorado,Eagle,55285,,TRUE
Colorado,El Paso,27,8.1,18,40150,9,14,90,78.1,79094,45576,17,,,,Colorado,Elbert,27799,,TRUE
Colorado,Fremont,29,7,21,6271,10,15,80,76.9,51732,2426,20,,,,Colorado,El Paso,740567,,TRUE
Colorado,Garfield,23,8.8,18,2246,9,14,83,80.6,78940,7753,21,,,,Colorado,Fremont,49621,,TRUE
Colorado,Gilpin,22,,14,,7,13,56,82.5,82370,206,22,,,,Colorado,Garfield,62271,,TRUE
Colorado,Grand,22,8.8,16,39,8,14,72,86.6,78779,1539,22,,,,Colorado,Gilpin,5891,,TRUE
Colorado,Gunnison,23,8.5,15,471,8,14,91,83.9,63872,1483,22,,,,Colorado,Grand,15769,,TRUE
Colorado,Hinsdale,24,8.3,16,34,8,14,35,,66213,77,22,,,,Colorado,Gunnison,17267,,TRUE
Colorado,Huerfano,25,6.7,21,803,10,15,44,75.7,46798,312,20,,,,Colorado,Hinsdale,775,,TRUE
Colorado,Jackson,25,8,18,115,9,15,78,,55535,163,21,,,,Colorado,Huerfano,7082,,TRUE
Colorado,Jefferson,24,8.7,14,18542,8,13,99,80.3,94401,29046,22,,,,Colorado,Jackson,1302,,TRUE
Colorado,Kiowa,28,5.3,20,498,11,16,58,,61430,67,20,,,,Colorado,Jefferson,576143,,TRUE
Colorado,Kit Carson,27,8.2,22,772,11,16,50,78.1,56272,702,20,,,,Colorado,Kiowa,1424,,TRUE
Colorado,Lake,26,6.1,19,1671,9,14,86,86.5,64416,1193,21,,,,Colorado,Kit Carson,6961,,TRUE
Colorado,La Plata,23,8.4,16,2145,8,14,74,82,74774,4612,22,,,,Colorado,Lake,7327,,TRUE
Colorado,Larimer,24,8.4,14,14135,8,14,92,81.7,78681,20449,22,,,,Colorado,La Plata,56607,,TRUE
Colorado,Las Animas,29,6.7,23,1958,11,15,72,76,42708,1146,18,,,,Colorado,Larimer,366778,,TRUE
Colorado,Lincoln,31,7.8,23,420,11,15,56,79.2,51975,293,20,,,,Colorado,Las Animas,14327,,TRUE
Colorado,Logan,28,7.9,22,1797,10,15,78,77.7,53234,1526,21,,,,Colorado,Lincoln,5510,,TRUE
Colorado,Mesa,28,7.5,19,12976,10,15,63,78.3,63531,12636,21,,,,Colorado,Logan,20823,,TRUE
Colorado,Mineral,23,8.1,14,24,8,13,100,,62213,56,22,,,,Colorado,Mesa,158636,,TRUE
Colorado,Moffat,27,6.6,22,2028,11,15,80,76.9,64133,1206,20,,,,Colorado,Mineral,931,,TRUE
Colorado,Montezuma,26,7.6,20,1867,10,15,67,77,53337,2556,21,,,,Colorado,Moffat,13177,,TRUE
Colorado,Montrose,27,7.8,21,3160,10,15,68,80.6,56686,3888,19,,,,Colorado,Montezuma,26468,,TRUE
Colorado,Morgan,34,8.5,25,1495,11,15,76,77,61849,3185,19,,,,Colorado,Montrose,43811,,TRUE
Colorado,Otero,32,7.4,26,870,12,16,68,72.1,45658,1473,18,,,,Colorado,Morgan,29239,,TRUE
Colorado,Ouray,23,8.7,14,47,7,13,48,85.7,80686,323,22,,,,Colorado,Otero,18303,,TRUE
Colorado,Park,24,8.1,17,1761,8,14,52,85.6,84361,1165,23,,,,Colorado,Ouray,5100,,TRUE
Colorado,Phillips,28,9.3,21,73,10,15,78,77.5,56577,410,20,,,,Colorado,Park,17939,,TRUE
Colorado,Pitkin,21,8.6,13,338,7,12,95,92.5,96316,1146,23,,,,Colorado,Phillips,4449,,TRUE
Colorado,Prowers,32,7.1,24,1584,11,16,67,76.2,48337,1224,18,,,,Colorado,Pitkin,16876,,TRUE
Colorado,Pueblo,30,6.3,24,27276,11,16,78,75.1,56311,10887,18,,,,Colorado,Prowers,11854,,TRUE
Colorado,Rio Blanco,26,8.5,19,138,10,15,88,79.5,65334,425,20,,,,Colorado,Pueblo,169544,,TRUE
Colorado,Rio Grande,28,7.7,24,608,10,15,80,76,52353,1096,19,,,,Colorado,Rio Blanco,6569,,TRUE
Colorado,Routt,20,8.6,14,579,8,13,75,84.1,93776,2003,24,,,,Colorado,Rio Grande,11325,,TRUE
Colorado,Saguache,27,6.8,24,961,11,15,23,78.8,43366,677,18,,,,Colorado,Routt,25007,,TRUE
Colorado,San Juan,26,5.4,19,203,10,14,99,,54146,82,21,,,,Colorado,Saguache,6623,,TRUE
Colorado,San Miguel,23,8.1,15,147,8,13,79,93.6,79742,773,22,,,,Colorado,San Juan,803,,TRUE
Colorado,Sedgwick,28,7.7,21,120,11,16,,76.8,45645,173,20,,,,Colorado,San Miguel,8003,,TRUE
Colorado,Summit,20,8.7,14,412,8,13,100,93.5,90297,3513,22,,,,Colorado,Sedgwick,2295,,TRUE
Colorado,Teller,24,8.4,17,753,8,14,83,81.5,76715,1393,21,,,,Colorado,Summit,30565,,TRUE
Colorado,Washington,28,7.5,20,672,10,15,42,76.7,57522,287,21,,,,Colorado,Teller,24857,,TRUE
Colorado,Weld,32,8.4,21,14953,9,14,84,80.3,84826,28612,18,,,,Colorado,Washington,4812,,TRUE
Colorado,Yuma,28,8.6,22,582,10,15,70,79.7,56161,1076,20,,,,Colorado,Weld,350176,,TRUE
Connecticut,,30,8.1,20,152556,8,14,93,80.1,83628,135048,17,,,,Colorado,Yuma,9899,,FALSE
Connecticut,Fairfield,24,8.4,17,27673,8,13,98,82.1,100703,44153,20,,,,Connecticut,Connecticut,3626205,,TRUE
Connecticut,Hartford,32,8.1,21,32775,9,15,95,79.4,79958,30085,18,,,,Connecticut,Capitol Planning Region,981447,,TRUE
Connecticut,Litchfield,29,8.4,18,6404,8,14,81,79.2,84689,5826,22,,,,Connecticut,Greater Bridgeport Planning Region,327286,,TRUE
Connecticut,Middlesex,28,8.2,16,9571,7,14,97,80.8,94735,4257,21,,,,Connecticut,Lower Connecticut River Valley Planning Regio,176622,,TRUE
Connecticut,New Haven,33,7.9,22,42048,9,14,96,79.2,75094,33069,18,,,,Connecticut,Naugatuck Valley Planning Region,454083,,TRUE
Connecticut,New London,31,7.6,17,21046,8,14,91,79.5,78552,9786,21,,,,Connecticut,Northeastern Connecticut Planning Region,96196,,TRUE
Connecticut,Tolland,28,8.2,18,9997,8,14,73,81.3,86430,3651,17,,,,Connecticut,Northwest Hills Planning Region,113234,,TRUE
Connecticut,Windham,34,7.9,23,3041,10,15,73,78,71581,4221,22,,,,Connecticut,South Central Connecticut Planning Region,573244,,TRUE
Delaware,,36,7.6,24,56525,10,13,81,78,71636,51347,17,,,,Connecticut,Southeastern Connecticut Planning Region,280403,,FALSE
Delaware,Kent,39,7.6,28,10546,10,15,64,77.1,64670,10692,16,,,,Connecticut,Western Connecticut Planning Region,623690,,TRUE
Delaware,New Castle,34,8.1,23,32430,9,14,94,77.9,74088,28230,19,,,,Delaware,Delaware,1018396,,TRUE
Delaware,Sussex,37,7.9,25,13549,9,14,65,78.4,70500,12425,16,,,,Delaware,Kent,186946,,TRUE
District of Columbia,,24,8.7,17,9664,8,14,100,78,91072,19751,22,,,,Delaware,New Castle,575494,,FALSE
District of Columbia,District of Columbia,24,8.7,17,9664,8,14,100,78,91072,19751,22,,,,Delaware,Sussex,255956,,TRUE
Florida,,28,6.9,26,1427412,9,13,88,79.7,63054,2305172,17,,,,District of Columbia,District of Columbia,671803,,FALSE
Florida,Alachua,32,7.6,25,17836,11,16,87,78.6,56006,22284,18,,,,District of Columbia,District of Columbia,671803,,TRUE
Florida,Baker,38,7,29,4630,12,18,49,75.5,60994,2443,19,,,,Florida,Florida,22244823,,TRUE
Florida,Bay,31,7.1,27,17453,12,17,71,76.1,60106,20110,18,,,,Florida,Alachua,284030,,TRUE
Florida,Bradford,38,7.7,33,107,14,18,47,75.5,54911,2287,17,,,,Florida,Baker,27803,,TRUE
Florida,Brevard,33,7.3,24,65514,10,16,86,77.4,65280,56654,19,,,,Florida,Bay,185134,,TRUE
Florida,Broward,31,8.4,27,41583,10,15,99,80.9,65536,236547,16,,,,Florida,Bradford,27313,,TRUE
Florida,Calhoun,37,5.9,31,2995,14,18,36,75.4,43210,1362,18,,,,Florida,Brevard,630693,,TRUE
Florida,Charlotte,30,6.8,26,22084,11,16,87,80.8,59547,17432,19,,,,Florida,Broward,1947026,,TRUE
Florida,Citrus,32,6.2,27,22123,12,17,78,74.5,48237,12971,22,,,,Florida,Calhoun,13464,,TRUE
Florida,Clay,35,8,25,16385,11,17,78,77.5,76711,20942,18,,,,Florida,Charlotte,202661,,TRUE
Florida,Collier,27,8.1,25,22566,10,14,92,86.1,75799,39939,19,,,,Florida,Citrus,162529,,TRUE
Florida,Columbia,34,7.7,30,3005,13,18,67,75,52035,6553,18,,,,Florida,Clay,226589,,TRUE
Florida,DeSoto,42,7,38,2456,16,17,64,80,43256,6016,16,,,,Florida,Collier,397994,,TRUE
Florida,Dixie,39,7.5,32,494,14,18,27,75.2,39029,1427,19,,,,Florida,Columbia,71908,,TRUE
Florida,Duval,35,7.3,28,84231,11,16,90,75.5,60121,95073,19,,,,Florida,DeSoto,35312,,TRUE
Florida,Escambia,35,7,25,36630,12,16,79,74.5,54492,30878,17,,,,Florida,Dixie,17124,,TRUE
Florida,Flagler,33,6.7,23,17135,11,16,89,79.1,65783,10291,19,,,,Florida,Duval,1016536,,TRUE
Florida,Franklin,38,7.7,29,78,14,17,59,76.7,44684,1180,18,,,,Florida,Escambia,324878,,TRUE
Florida,Gadsden,43,7.9,35,1250,14,17,54,75.5,45678,4959,16,,,,Florida,Flagler,126705,,TRUE
Florida,Gilchrist,36,8.3,29,12,13,18,33,77.1,52168,1887,19,,,,Florida,Franklin,12498,,TRUE
Florida,Glades,40,5.9,33,3082,14,18,11,84.1,46389,1946,18,,,,Florida,Gadsden,43403,,TRUE
Florida,Gulf,33,8.1,25,300,12,17,59,75,51684,1265,20,,,,Florida,Gilchrist,18992,,TRUE
Florida,Hamilton,39,6.5,35,1408,15,18,25,75.4,39522,1214,16,,,,Florida,Glades,12454,,TRUE
Florida,Hardee,41,6.6,38,3611,15,18,31,79.1,45964,3432,16,,,,Florida,Gulf,15314,,TRUE
Florida,Hendry,37,7,38,2838,16,17,57,77.7,48841,8331,17,,,,Florida,Hamilton,13217,,TRUE
Florida,Hernando,36,6.8,27,21319,12,17,81,76.7,56443,20234,18,,,,Florida,Hardee,25645,,TRUE
Florida,Highlands,39,6.1,30,17493,13,17,77,77.8,47820,10935,18,,,,Florida,Hendry,41339,,TRUE
Florida,Hillsborough,30,7.7,26,101032,11,15,91,79.1,65818,143180,18,,,,Florida,Hernando,206896,,TRUE
Florida,Holmes,37,5.6,32,3716,15,19,19,72.5,44139,1952,18,,,,Florida,Highlands,105618,,TRUE
Florida,Indian River,32,7.2,24,18467,10,16,82,80.7,61351,16240,18,,,,Florida,Hillsborough,1513301,,TRUE
Florida,Jackson,35,7.5,31,2703,13,18,27,73,42721,3721,18,,,,Florida,Holmes,19651,,TRUE
Florida,Jefferson,35,7.7,28,857,12,17,48,76.7,56130,1263,18,,,,Florida,Indian River,167352,,TRUE
Florida,Lafayette,37,7.9,32,404,15,18,47,76.5,45732,878,18,,,,Florida,Jackson,48211,,TRUE
Florida,Lake,36,7.1,26,35183,11,16,87,78.6,64662,37358,18,,,,Florida,Jefferson,15042,,TRUE
Florida,Lee,28,7.3,24,74222,11,15,86,82.4,66426,92504,20,,,,Florida,Lafayette,7786,,TRUE
Florida,Leon,35,7.4,24,25892,11,16,84,78.7,57246,23317,19,,,,Florida,Lake,410139,,TRUE
Florida,Levy,37,7.4,31,1718,13,18,55,75.4,45494,4999,19,,,,Florida,Lee,822453,,TRUE
Florida,Liberty,40,6.7,31,842,14,17,23,75.7,48271,696,19,,,,Florida,Leon,297369,,TRUE
Florida,Madison,40,6.3,35,2227,15,18,46,74,43444,1809,18,,,,Florida,Levy,45260,,TRUE
Florida,Manatee,31,7.9,24,19827,11,16,90,81.3,67929,39975,19,,,,Florida,Liberty,7603,,TRUE
Florida,Marion,38,7,28,39345,12,17,70,75.6,54555,35680,18,,,,Florida,Madison,18198,,TRUE
Florida,Martin,29,7.7,22,14984,10,15,97,81.8,67059,13639,21,,,,Florida,Manatee,429125,,TRUE
Florida,Miami-Dade,30,8.4,33,45403,12,15,98,81.6,58905,353519,15,,,,Florida,Marion,396415,,TRUE
Florida,Monroe,30,7.6,23,6644,10,15,81,81.5,68975,8569,25,,,,Florida,Martin,162006,,TRUE
Florida,Nassau,31,7.4,22,8891,10,16,81,77.6,78069,7439,20,,,,Florida,Miami-Dade,2673837,,TRUE
Florida,Okaloosa,32,7.4,23,20079,10,16,81,77.4,69053,21602,19,,,,Florida,Monroe,81708,,TRUE
Florida,Okeechobee,34,5.5,33,10915,13,17,69,75.9,47642,5719,17,,,,Florida,Nassau,97899,,TRUE
Florida,Orange,30,7.5,26,82280,11,15,93,80.2,64579,158877,16,,,,Florida,Okaloosa,216482,,TRUE
Florida,Osceola,35,6.5,33,39985,12,15,75,79.3,60495,42135,16,,,,Florida,Okeechobee,40412,,TRUE
Florida,Palm Beach,28,8.2,24,54523,10,15,96,82.2,70024,176914,18,,,,Florida,Orange,1452726,,TRUE
Florida,Pasco,32,7.1,26,56097,11,17,84,77.4,59555,50328,20,,,,Florida,Osceola,422545,,TRUE
Florida,Pinellas,28,7.8,23,46935,10,16,99,78.8,61851,91462,20,,,,Florida,Palm Beach,1518477,,TRUE
Florida,Polk,36,6.8,28,80929,12,16,72,78.1,56344,81377,17,,,,Florida,Pasco,608794,,TRUE
Florida,Putnam,37,6.9,33,4984,15,19,53,73.1,38759,8622,18,,,,Florida,Pinellas,961739,,TRUE
Florida,St. Johns,25,8.5,18,10407,9,15,86,81.8,94662,18699,23,,,,Florida,Polk,787404,,TRUE
Florida,St. Lucie,35,6.9,29,42274,11,16,82,80,62378,40238,18,,,,Florida,Putnam,74731,,TRUE
Florida,Santa Rosa,31,7.7,26,14398,11,17,69,77.3,80837,19579,19,,,,Florida,St. Johns,306841,,TRUE
Florida,Sarasota,27,7.9,21,26981,10,16,91,81.5,71630,38427,22,,,,Florida,St. Lucie,358704,,TRUE
Florida,Seminole,30,8.2,23,25902,9,15,94,80.5,70470,43759,20,,,,Florida,Santa Rosa,198268,,TRUE
Florida,Sumter,34,7.9,21,5594,10,15,89,80.2,69707,5151,21,,,,Florida,Sarasota,462286,,TRUE
Florida,Suwannee,36,7.7,29,2233,13,18,38,75.6,46284,4774,18,,,,Florida,Seminole,478772,,TRUE
Florida,Taylor,37,6.2,32,3329,14,18,64,74.3,47083,1832,17,,,,Florida,Sumter,144970,,TRUE
Florida,Union,36,6.3,32,3029,14,17,5,67.2,48667,691,19,,,,Florida,Suwannee,45411,,TRUE
Florida,Volusia,35,7.1,26,53616,11,17,82,76.6,58246,55152,20,,,,Florida,Taylor,21283,,TRUE
Florida,Wakulla,33,8.8,26,996,11,17,72,76.1,71962,2977,20,,,,Florida,Union,15460,,TRUE
Florida,Walton,30,7.4,25,5545,11,16,77,78.4,64779,8393,20,,,,Florida,Volusia,579192,,TRUE
Florida,Washington,37,5.3,31,5407,15,19,61,72.8,47930,3134,17,,,,Florida,Wakulla,35178,,TRUE
Georgia,,34,6.1,25,971060,10,15,75,77.3,66507,1170773,16,,,,Florida,Walton,83304,,FALSE
Georgia,Appling,38,5.6,33,4232,14,18,38,73.9,46530,2443,16,,,,Florida,Washington,25414,,TRUE
Georgia,Atkinson,42,6.3,38,1252,16,19,,73.1,40303,1520,15,,,,Georgia,Georgia,10912876,,TRUE
Georgia,Bacon,40,7.4,33,145,14,18,62,72.5,43154,1389,17,,,,Georgia,Appling,18428,,TRUE
Georgia,Baker,43,5,33,968,13,17,,79.8,44106,358,15,,,,Georgia,Atkinson,8183,,TRUE
Georgia,Baldwin,43,6.6,30,5889,12,17,46,74.4,44685,4599,16,,,,Georgia,Bacon,11191,,TRUE
Georgia,Banks,37,8.1,28,160,12,17,31,76.1,60485,2937,18,,,,Georgia,Baker,2788,,TRUE
Georgia,Barrow,36,7.6,26,7846,11,16,71,76.6,67646,12410,17,,,,Georgia,Baldwin,43635,,TRUE
Georgia,Bartow,34,7.2,27,11712,11,17,56,75.4,67604,14256,18,,,,Georgia,Banks,19328,,TRUE
Georgia,Ben Hill,44,6,34,2321,14,18,54,71,39863,2032,15,,,,Georgia,Barrow,89299,,TRUE
Georgia,Berrien,37,6.5,32,2005,13,18,27,73.9,46404,2494,16,,,,Georgia,Bartow,112816,,TRUE
Georgia,Bibb,41,6.2,29,20315,12,17,74,73,47859,14201,14,,,,Georgia,Ben Hill,17069,,TRUE
Georgia,Bleckley,39,6.1,30,2402,12,17,79,76.4,51770,1065,16,,,,Georgia,Berrien,18214,,TRUE
Georgia,Brantley,38,7.6,33,488,14,19,17,73.9,48076,2875,17,,,,Georgia,Bibb,156197,,TRUE
Georgia,Brooks,40,7.5,32,758,13,18,43,73.8,40936,1679,15,,,,Georgia,Bleckley,12257,,TRUE
Georgia,Bryan,35,7.8,23,2916,9,15,66,75.6,87334,4385,18,,,,Georgia,Brantley,18183,,TRUE
Georgia,Bulloch,38,7.2,28,5925,12,17,57,77.2,53105,10445,17,,,,Georgia,Brooks,16253,,TRUE
Georgia,Burke,42,7.5,32,1774,13,17,33,73,46977,2283,15,,,,Georgia,Bryan,48225,,TRUE
Georgia,Butts,40,7,31,2022,13,17,59,73.9,61471,2627,18,,,,Georgia,Bulloch,83059,,TRUE
Georgia,Calhoun,44,7.3,36,422,14,17,,77.2,38232,500,15,,,,Georgia,Burke,24388,,TRUE
Georgia,Camden,37,6.7,27,8995,11,16,62,78.1,63482,5599,17,,,,Georgia,Butts,26649,,TRUE
Georgia,Candler,41,7.4,34,43,14,18,58,72.4,41593,1579,16,,,,Georgia,Calhoun,5469,,TRUE
Georgia,Carroll,37,6.3,28,21519,12,17,65,74.9,59894,14527,16,,,,Georgia,Camden,57013,,TRUE
Georgia,Catoosa,35,7.7,26,6175,10,16,81,77.8,64245,6695,18,,,,Georgia,Candler,11000,,TRUE
Georgia,Charlton,43,7.5,33,385,14,17,53,75.4,47229,1622,16,,,,Georgia,Carroll,124592,,TRUE
Georgia,Chatham,36,7.2,26,28651,10,16,88,77.6,61527,30914,17,,,,Georgia,Catoosa,68826,,TRUE
Georgia,Chattahoochee,39,3.7,30,4433,12,16,57,78.1,53786,773,16,,,,Georgia,Charlton,12781,,TRUE
Georgia,Chattooga,39,5.2,33,5477,14,19,59,72.2,42974,2818,17,,,,Georgia,Chatham,301107,,TRUE
Georgia,Cherokee,33,8.5,22,15116,9,14,84,80.2,96997,25919,19,,,,Georgia,Chattahoochee,8819,,TRUE
Georgia,Clarke,37,5.6,26,25477,12,16,77,79.1,49145,14192,17,,,,Georgia,Chattooga,24936,,TRUE
Georgia,Clay,45,6.6,35,35,14,18,26,73.5,35957,292,13,,,,Georgia,Cherokee,281278,,TRUE
Georgia,Clayton,39,6.7,33,41566,12,16,75,76,51422,39772,13,,,,Georgia,Clarke,129875,,TRUE
Georgia,Clinch,44,7,38,350,16,20,0,71.5,44799,960,14,,,,Georgia,Clay,2845,,TRUE
Georgia,Cobb,33,8.3,21,55150,8,14,91,80.3,87532,77519,19,,,,Georgia,Clayton,296564,,TRUE
Georgia,Coffee,40,7.6,34,1196,14,18,55,73.5,36708,5955,15,,,,Georgia,Clinch,6662,,TRUE
Georgia,Colquitt,40,6.6,34,5797,14,18,53,73.4,44485,7268,15,,,,Georgia,Cobb,771952,,TRUE
Georgia,Columbia,34,8.7,23,7338,9,15,69,80.1,87281,14088,17,,,,Georgia,Coffee,43172,,TRUE
Georgia,Cook,40,7.9,33,134,13,18,69,74.1,44995,2124,16,,,,Georgia,Colquitt,45762,,TRUE
Georgia,Coweta,37,7.8,24,14934,9,15,65,78.4,85182,15158,17,,,,Georgia,Columbia,162419,,TRUE
Georgia,Crawford,38,6.4,31,2077,12,17,3,74.5,54442,1507,17,,,,Georgia,Cook,17404,,TRUE
Georgia,Crisp,41,6.6,36,820,15,19,46,73.1,41505,2680,14,,,,Georgia,Coweta,152882,,TRUE
Georgia,Dade,34,,27,,12,17,70,75.5,64054,1743,18,,,,Georgia,Crawford,12140,,TRUE
Georgia,Dawson,32,8.8,22,58,9,15,90,77.4,76903,3270,19,,,,Georgia,Crisp,19708,,TRUE
Georgia,Decatur,44,7.2,33,1657,13,18,58,73,42960,2928,14,,,,Georgia,Dade,16081,,TRUE
Georgia,DeKalb,30,7.7,24,60350,10,14,88,79.9,70756,80721,16,,,,Georgia,Dawson,30138,,TRUE
Georgia,Dodge,39,7.8,32,34,13,17,56,75,40856,2058,16,,,,Georgia,Decatur,28982,,TRUE
Georgia,Dooly,41,5.4,32,3755,12,16,31,76.7,43270,1177,15,,,,Georgia,DeKalb,762820,,TRUE
Georgia,Dougherty,45,4.9,31,23171,13,18,75,72.8,41985,9329,13,,,,Georgia,Dodge,19802,,TRUE
