State,County,% Adults with Obesity,Food Environment Index,% Physically Inactive,# Limited Access to Healthy Foods,% Frequent Physical Distress,% Frequent Mental Distress,% With Access to Exercise Opportunities,Life Expectancy,Median Household Income,# Uninsured Adults,% Excessive Drinking,,,,STNAME,CTYNAME,POPESTIMATE2022,,TRUE
Nebraska,Holt,36,8.1,23,890,8,12,64,79.7,61415,547,24,,,,Nebraska,Hayes,849,,TRUE
Nebraska,Hooker,34,5.1,21,241,8,12,24,,52254,49,23,,,,Nebraska,Hitchcock,2598,,TRUE
Nebraska,Howard,36,8.3,21,321,8,12,48,78.1,70906,307,25,,,,Nebraska,Holt,10043,,TRUE
Nebraska,Jefferson,34,7.4,23,746,9,13,62,78.2,57098,436,25,,,,Nebraska,Hooker,686,,TRUE
Nebraska,Johnson,34,8.2,25,305,8,11,57,77.6,50886,263,25,,,,Nebraska,Howard,6515,,TRUE
Nebraska,Kearney,37,8.8,22,36,8,12,62,79.2,72694,338,24,,,,Nebraska,Jefferson,7154,,TRUE
Nebraska,Keith,33,7.6,24,576,9,13,71,79.1,53637,507,22,,,,Nebraska,Johnson,5287,,TRUE
Nebraska,Keya Paha,36,6.4,24,218,9,13,,,49421,38,24,,,,Nebraska,Kearney,6690,,TRUE
Nebraska,Kimball,36,8.1,26,120,10,13,76,73.7,52460,281,22,,,,Nebraska,Keith,8269,,TRUE
Nebraska,Knox,38,7.5,23,1023,9,12,50,79.6,54189,587,23,,,,Nebraska,Keya Paha,787,,TRUE
Nebraska,Lancaster,33,8.2,18,13656,8,12,95,79.9,65436,19709,24,,,,Nebraska,Kimball,3315,,TRUE
Nebraska,Lincoln,40,8.3,22,1138,9,12,85,77.8,61702,2170,21,,,,Nebraska,Knox,8336,,TRUE
Nebraska,Logan,35,8.3,23,38,9,13,10,,61004,44,23,,,,Nebraska,Lancaster,324756,,TRUE
Nebraska,Loup,35,7.5,22,75,8,13,37,,53369,28,23,,,,Nebraska,Lincoln,33685,,TRUE
Nebraska,McPherson,35,5.3,22,177,8,13,,,54138,25,23,,,,Nebraska,Logan,675,,TRUE
Nebraska,Madison,38,7.8,24,2727,9,12,90,78.2,61263,2745,23,,,,Nebraska,Loup,599,,TRUE
Nebraska,Merrick,35,7.4,22,821,9,13,51,78.1,64309,490,24,,,,Nebraska,McPherson,372,,TRUE
Nebraska,Morrill,36,6.9,25,909,9,12,74,76.9,52933,392,23,,,,Nebraska,Madison,35368,,TRUE
Nebraska,Nance,36,8.5,22,49,9,13,65,76.1,56880,180,25,,,,Nebraska,Merrick,7721,,TRUE
Nebraska,Nemaha,37,8.2,23,91,9,13,58,77,56658,392,22,,,,Nebraska,Morrill,4527,,TRUE
Nebraska,Nuckolls,36,7.5,23,610,9,13,50,77.6,59602,241,24,,,,Nebraska,Nance,3326,,TRUE
Nebraska,Otoe,41,6.6,24,3086,8,12,71,80.3,67595,900,22,,,,Nebraska,Nemaha,7035,,TRUE
Nebraska,Pawnee,40,7.6,27,150,10,14,2,76.9,50501,149,22,,,,Nebraska,Nuckolls,4041,,TRUE
Nebraska,Perkins,37,8.4,21,218,8,12,50,79.2,61156,204,23,,,,Nebraska,Otoe,16198,,TRUE
Nebraska,Phelps,37,8.1,22,422,8,12,45,80,66986,525,23,,,,Nebraska,Pawnee,2528,,TRUE
Nebraska,Pierce,35,7.9,22,711,8,12,56,81.1,64607,326,25,,,,Nebraska,Perkins,2829,,TRUE
Nebraska,Platte,36,8.7,23,1222,8,12,82,79.7,70177,2421,26,,,,Nebraska,Phelps,8988,,TRUE
Nebraska,Polk,34,8.8,23,77,8,12,47,77.4,69503,379,25,,,,Nebraska,Pierce,7332,,TRUE
Nebraska,Red Willow,39,6.8,22,2126,8,12,79,78.1,63958,661,23,,,,Nebraska,Platte,34296,,TRUE
Nebraska,Richardson,39,7.5,25,813,9,13,29,77.4,54044,613,21,,,,Nebraska,Polk,5166,,TRUE
Nebraska,Rock,36,8.2,20,137,8,12,4,,53120,65,23,,,,Nebraska,Red Willow,10573,,TRUE
Nebraska,Saline,37,7.8,27,1616,10,12,72,79,63187,1168,21,,,,Nebraska,Richardson,7705,,TRUE
Nebraska,Sarpy,33,8.5,19,10954,7,11,92,80.7,88913,8469,20,,,,Nebraska,Rock,1245,,TRUE
Nebraska,Saunders,33,8.4,20,1286,8,12,49,78.8,78689,1163,27,,,,Nebraska,Saline,14116,,TRUE
Nebraska,Scotts Bluff,38,8.2,25,728,9,13,83,76,53206,3090,19,,,,Nebraska,Sarpy,196553,,TRUE
Nebraska,Seward,35,8.2,20,1236,8,12,60,79.2,75305,773,23,,,,Nebraska,Saunders,23118,,TRUE
Nebraska,Sheridan,38,6.8,26,566,10,13,35,76.5,47543,421,22,,,,Nebraska,Scotts Bluff,35603,,TRUE
Nebraska,Sherman,37,8.1,22,155,9,12,51,80.7,54771,150,25,,,,Nebraska,Seward,17692,,TRUE
Nebraska,Sioux,36,6.8,24,269,9,13,23,,46834,53,22,,,,Nebraska,Sheridan,4996,,TRUE
Nebraska,Stanton,36,9,21,97,8,12,40,80.2,71709,324,24,,,,Nebraska,Sherman,2980,,TRUE
Nebraska,Thayer,37,8.2,23,293,9,12,,78.7,56626,272,23,,,,Nebraska,Sioux,1127,,TRUE
Nebraska,Thomas,34,5,19,224,7,12,23,,53019,44,25,,,,Nebraska,Stanton,5717,,TRUE
Nebraska,Thurston,43,7.5,30,92,12,15,41,66.6,52202,796,22,,,,Nebraska,Thayer,4885,,TRUE
Nebraska,Valley,34,8.4,21,189,8,12,69,81.3,52336,276,25,,,,Nebraska,Thomas,671,,TRUE
Nebraska,Washington,34,8.5,19,1006,7,11,46,81,100572,981,26,,,,Nebraska,Thurston,6507,,TRUE
Nebraska,Wayne,36,8.7,20,234,8,12,40,83.2,59787,495,26,,,,Nebraska,Valley,4073,,TRUE
Nebraska,Webster,40,7.5,23,520,9,12,63,77,58161,185,23,,,,Nebraska,Washington,21167,,TRUE
Nebraska,Wheeler,34,5.4,22,256,9,13,8,,50850,37,23,,,,Nebraska,Wayne,9871,,TRUE
Nebraska,York,37,8.3,21,758,8,12,71,79.7,64531,687,24,,,,Nebraska,Webster,3336,,TRUE
Nevada,,28,7.2,25,166038,13,18,91,78.1,66194,305713,20,,,,Nebraska,Wheeler,785,,FALSE
Nevada,Churchill,33,7.9,22,1437,11,17,68,74.2,67716,2479,21,,,,Nebraska,York,14354,,TRUE
Nevada,Clark,31,7.3,26,101209,12,17,96,78.4,63735,229469,19,,,,Nevada,Nevada,3177772,,TRUE
Nevada,Douglas,30,7.4,19,5658,9,15,81,81.1,74053,3392,24,,,,Nevada,Churchill,25843,,TRUE
Nevada,Elko,32,8.4,24,1995,11,16,78,78.5,81466,5167,23,,,,Nevada,Clark,2322985,,TRUE
Nevada,Esmeralda,35,3.6,28,342,14,18,10,,53509,90,20,,,,Nevada,Douglas,49628,,TRUE
Nevada,Eureka,34,7.6,25,124,12,17,26,79,80084,94,22,,,,Nevada,Elko,54046,,TRUE
Nevada,Humboldt,32,8.2,24,857,12,17,51,77,77018,1871,21,,,,Nevada,Esmeralda,744,,TRUE
Nevada,Lander,35,8.5,26,241,13,18,83,75.6,85773,523,21,,,,Nevada,Eureka,1863,,TRUE
Nevada,Lincoln,30,7.4,22,780,11,17,32,81.8,64304,357,22,,,,Nevada,Humboldt,17272,,TRUE
Nevada,Lyon,34,7.4,24,5093,12,17,65,76.2,71547,5932,23,,,,Nevada,Lander,5766,,TRUE
Nevada,Mineral,37,4.7,29,1562,15,19,93,71.6,53515,335,19,,,,Nevada,Lincoln,4482,,TRUE
Nevada,Nye,35,4.1,26,15035,13,18,22,74.1,59282,3653,22,,,,Nevada,Lyon,61585,,TRUE
Nevada,Pershing,33,8.5,25,299,11,16,23,77.7,52412,408,23,,,,Nevada,Mineral,4525,,TRUE
Nevada,Storey,29,8.6,19,4,10,16,32,82.9,79281,282,23,,,,Nevada,Nye,54738,,TRUE
Nevada,Washoe,27,7.8,20,28636,10,16,88,78.2,76123,45280,23,,,,Nevada,Pershing,6462,,TRUE
Nevada,White Pine,33,7.5,24,1249,12,16,59,79.7,63070,669,21,,,,Nevada,Storey,4170,,TRUE
Nevada,Carson City,34,8,23,1517,11,16,99,74.4,64869,5712,20,,,,Nevada,Washoe,496745,,TRUE
New Hampshire,,31,9.1,19,55706,10,15,84,79.6,88268,76656,20,,,,Nevada,White Pine,8788,,FALSE
New Hampshire,Belknap,34,8.7,21,1355,9,15,73,77.1,75781,4042,22,,,,Nevada,Carson City,58130,,TRUE
New Hampshire,Carroll,29,8.8,19,216,9,15,74,79.7,66874,3325,22,,,,New Hampshire,New Hampshire,1395231,,TRUE
New Hampshire,Cheshire,31,8.5,19,3264,9,16,68,79.6,67883,4227,22,,,,New Hampshire,Belknap,64781,,TRUE
New Hampshire,Coos,36,7.8,23,1712,11,17,64,77.2,53602,1941,23,,,,New Hampshire,Carroll,52199,,TRUE
New Hampshire,Grafton,32,8.6,17,2233,9,15,85,80.7,77378,5386,20,,,,New Hampshire,Cheshire,77350,,TRUE
New Hampshire,Hillsborough,29,8.7,20,16348,9,14,87,79.4,90806,24425,21,,,,New Hampshire,Coos,31504,,TRUE
New Hampshire,Merrimack,28,8.9,17,4527,9,15,86,79.5,80842,8573,22,,,,New Hampshire,Grafton,91126,,TRUE
New Hampshire,Rockingham,29,8.9,16,15371,8,14,88,80.8,104281,14469,23,,,,New Hampshire,Hillsborough,426594,,TRUE
New Hampshire,Strafford,30,8.4,20,6976,10,16,91,78.2,91928,7713,22,,,,New Hampshire,Merrimack,156020,,TRUE
New Hampshire,Sullivan,33,8,20,3705,10,15,76,79.7,64919,2555,21,,,,New Hampshire,Rockingham,319424,,TRUE
New Jersey,,28,9.2,20,321074,7,13,96,79.5,89227,562766,19,,,,New Hampshire,Strafford,132275,,FALSE
New Jersey,Atlantic,32,7,23,21480,10,15,93,76.7,65693,16581,18,,,,New Hampshire,Sullivan,43958,,TRUE
New Jersey,Bergen,23,9.1,18,8099,6,13,99,82.1,104777,47785,19,,,,New Jersey,New Jersey,9261699,,TRUE
New Jersey,Burlington,30,8.8,18,22582,8,14,93,79.1,94043,17189,19,,,,New Jersey,Atlantic,275638,,TRUE
New Jersey,Camden,31,8.1,22,22869,9,15,94,76.7,77675,27570,20,,,,New Jersey,Bergen,952997,,TRUE
New Jersey,Cape May,29,7.4,19,8505,9,15,90,76.9,74896,5045,23,,,,New Jersey,Burlington,466103,,TRUE
New Jersey,Cumberland,36,7.2,31,18332,11,16,87,74.6,58030,13096,19,,,,New Jersey,Camden,524907,,TRUE
New Jersey,Essex,29,8.2,26,5869,9,14,100,78,66191,72494,17,,,,New Jersey,Cape May,95634,,TRUE
New Jersey,Gloucester,32,8.5,19,18649,8,14,88,77.2,93783,12268,22,,,,New Jersey,Cumberland,151356,,TRUE
New Jersey,Hudson,26,8.3,25,754,8,13,100,80.5,79159,63575,20,,,,New Jersey,Essex,849477,,TRUE
New Jersey,Hunterdon,25,9.4,15,3379,7,13,91,83.2,122095,4253,22,,,,New Jersey,Gloucester,306601,,TRUE
New Jersey,Mercer,28,8.7,20,13450,8,14,99,79.3,86499,19803,18,,,,New Jersey,Hudson,703366,,TRUE
New Jersey,Middlesex,23,8.7,20,31605,7,13,97,80.6,98992,48831,18,,,,New Jersey,Hunterdon,129777,,TRUE
New Jersey,Monmouth,22,8.7,19,29628,7,14,96,79.8,107500,30569,23,,,,New Jersey,Mercer,380688,,TRUE
New Jersey,Morris,20,9.1,15,18135,6,13,99,81.8,122525,19628,20,,,,New Jersey,Middlesex,861418,,TRUE
New Jersey,Ocean,31,7.9,20,51113,9,15,90,78.5,75732,25678,22,,,,New Jersey,Monmouth,644098,,TRUE
New Jersey,Passaic,30,8.2,28,9151,10,14,99,78.9,74016,54390,18,,,,New Jersey,Morris,511151,,TRUE
New Jersey,Salem,35,7.6,25,5569,10,16,59,74,69844,3318,20,,,,New Jersey,Ocean,655735,,TRUE
New Jersey,Somerset,24,9.3,16,10364,6,12,97,81.9,123708,14825,19,,,,New Jersey,Passaic,513936,,TRUE
New Jersey,Sussex,28,8.7,18,7979,8,14,93,78.8,99695,5580,24,,,,New Jersey,Salem,65117,,TRUE
New Jersey,Union,30,9,24,5062,9,13,100,79.8,85926,54456,19,,,,New Jersey,Somerset,346875,,TRUE
New Jersey,Warren,31,8.2,20,8499,8,14,89,79.1,82900,5832,23,,,,New Jersey,Sussex,146084,,TRUE
New Mexico,,32,4.5,23,268515,10,14,74,76.9,54304,174320,18,,,,New Jersey,Union,569815,,FALSE
New Mexico,Bernalillo,28,7.6,19,39975,9,14,95,77.4,59723,51250,17,,,,New Jersey,Warren,110926,,TRUE
New Mexico,Catron,29,2.5,25,1643,12,16,63,80.4,40273,111,16,,,,New Mexico,New Mexico,2113344,,TRUE
New Mexico,Chaves,33,6.4,27,10722,12,15,70,74.5,45098,5555,15,,,,New Mexico,Bernalillo,672508,,TRUE
New Mexico,Cibola,39,4.9,28,5965,14,17,53,74.4,42862,2120,15,,,,New Mexico,Catron,3827,,TRUE
New Mexico,Colfax,31,6.1,24,2012,11,14,76,76.9,42787,660,16,,,,New Mexico,Chaves,63894,,TRUE
New Mexico,Curry,32,6.7,25,6256,11,15,73,76.1,50322,4293,16,,,,New Mexico,Cibola,26950,,TRUE
New Mexico,De Baca,31,7.9,24,158,11,15,81,77.3,40181,131,16,,,,New Mexico,Colfax,12246,,TRUE
New Mexico,Dona Ana,31,6.2,25,34540,11,15,65,78.6,46619,21532,15,,,,New Mexico,Curry,47532,,TRUE
New Mexico,Eddy,38,7.3,25,5475,10,14,69,74.3,66191,4719,17,,,,New Mexico,De Baca,1693,,TRUE
New Mexico,Grant,29,6.2,22,3160,11,15,61,76.8,46503,1385,16,,,,New Mexico,Do��a Ana,223337,,TRUE
New Mexico,Guadalupe,32,6.9,26,673,11,13,57,75.7,37534,163,16,,,,New Mexico,Eddy,60400,,TRUE
New Mexico,Harding,32,3.4,23,335,11,15,1,,44080,35,16,,,,New Mexico,Grant,27686,,TRUE
New Mexico,Hidalgo,32,6.4,26,780,12,15,21,75.6,40226,307,15,,,,New Mexico,Guadalupe,4310,,TRUE
New Mexico,Lea,36,7.5,27,4634,11,14,78,74.4,51749,7221,16,,,,New Mexico,Harding,628,,TRUE
New Mexico,Lincoln,29,6.5,21,3142,10,14,86,78.8,50472,1686,17,,,,New Mexico,Hidalgo,4003,,TRUE
New Mexico,Los Alamos,21,9.1,11,904,6,11,99,83.9,134050,407,17,,,,New Mexico,Lea,72452,,TRUE
New Mexico,Luna,34,4.3,29,5989,14,15,42,74.9,35040,2250,14,,,,New Mexico,Lincoln,20411,,TRUE
New Mexico,McKinley,41,2.8,27,24379,16,19,41,67.9,40149,9747,14,,,,New Mexico,Los Alamos,19187,,TRUE
New Mexico,Mora,33,1.6,25,2927,11,13,17,79.2,41734,218,15,,,,New Mexico,Luna,25749,,TRUE
New Mexico,Otero,33,6.9,23,5041,11,15,51,77.1,49845,6253,16,,,,New Mexico,McKinley,69830,,TRUE
New Mexico,Quay,31,5.9,26,1646,12,15,74,73.4,35776,546,15,,,,New Mexico,Mora,4169,,TRUE
New Mexico,Rio Arriba,33,8,26,0,12,15,50,72.6,47042,2845,16,,,,New Mexico,Otero,68823,,TRUE
New Mexico,Roosevelt,34,6.1,24,2927,11,15,80,76.4,46977,1847,16,,,,New Mexico,Quay,8546,,TRUE
New Mexico,Sandoval,27,6.7,18,24236,9,14,69,78.5,72545,10500,18,,,,New Mexico,Rio Arriba,40048,,TRUE
New Mexico,San Juan,35,5.4,24,24986,12,17,51,74,49977,12810,14,,,,New Mexico,Roosevelt,18934,,TRUE
New Mexico,San Miguel,32,5.2,28,6665,12,14,68,77,43564,1499,14,,,,New Mexico,Sandoval,153501,,TRUE
New Mexico,Santa Fe,22,7.6,19,13473,9,13,82,81,67311,12589,15,,,,New Mexico,San Juan,120418,,TRUE
New Mexico,Sierra,35,5.5,23,1794,11,15,74,72.1,37660,613,16,,,,New Mexico,San Miguel,26953,,TRUE
New Mexico,Socorro,32,4.3,27,4874,12,15,56,75.5,38817,1319,15,,,,New Mexico,Santa Fe,155664,,TRUE
New Mexico,Taos,25,6.4,21,4546,10,14,79,79.4,45626,2388,16,,,,New Mexico,Sierra,11436,,TRUE
New Mexico,Torrance,32,5.3,26,3546,12,15,8,76.5,45684,976,16,,,,New Mexico,Socorro,16115,,TRUE
New Mexico,Union,31,6.6,25,501,11,14,59,76.9,41518,259,16,,,,New Mexico,Taos,34580,,TRUE
New Mexico,Valencia,34,5.5,24,20612,11,14,52,76.5,50510,6086,16,,,,New Mexico,Torrance,15454,,TRUE
New York,,27,8.9,25,462057,8,13,93,80.3,74230,857430,18,,,,New Mexico,Union,3980,,FALSE
New York,Albany,27,8.2,20,16860,8,14,94,79.4,74512,10075,21,,,,New Mexico,Valencia,78080,,TRUE
New York,Allegany,31,8.1,24,648,10,16,44,77.9,55320,1442,21,,,,New York,New York,19677151,,TRUE
New York,Bronx,32,6.8,37,8,12,15,100,78,43143,93103,14,,,,New York,Albany,315811,,TRUE
New York,Broome,37,7.6,24,7370,10,16,81,78.1,55729,6708,20,,,,New York,Allegany,46694,,TRUE
New York,Cattaraugus,32,7.7,25,1940,11,16,57,77.1,54602,3413,22,,,,New York,Bronx,1379946,,TRUE
New York,Cayuga,33,8.4,24,795,10,15,78,79.1,62839,2868,22,,,,New York,Broome,197117,,TRUE
New York,Chautauqua,33,7.4,26,7619,10,16,76,77.8,48102,4958,21,,,,New York,Cattaraugus,76439,,TRUE
New York,Chemung,33,7.5,25,5493,10,15,82,76.4,59155,2774,22,,,,New York,Cayuga,74998,,TRUE
New York,Chenango,29,8.2,23,915,10,16,56,76.6,58177,1574,20,,,,New York,Chautauqua,126027,,TRUE
New York,Clinton,31,8.1,23,2650,10,15,67,79.1,60094,2811,21,,,,New York,Chemung,81426,,TRUE
New York,Columbia,31,8.1,21,4499,9,15,64,80.4,69403,2354,20,,,,New York,Chenango,46458,,TRUE
New York,Cortland,29,8,23,2127,10,15,77,78.1,62292,1579,22,,,,New York,Clinton,78753,,TRUE
New York,Delaware,32,7.9,23,1774,10,15,58,78.1,53385,1650,21,,,,New York,Columbia,61286,,TRUE
New York,Dutchess,29,8.5,22,16830,8,14,80,80.1,87370,9385,20,,,,New York,Cortland,46126,,TRUE
New York,Erie,29,7.8,22,52889,9,14,97,78,63014,27105,21,,,,New York,Delaware,44740,,TRUE
New York,Essex,29,8.6,22,259,9,14,100,79.7,62884,1237,22,,,,New York,Dutchess,297545,,TRUE
New York,Franklin,36,7.3,28,3912,11,16,57,79.1,54960,2087,22,,,,New York,Erie,950312,,TRUE
New York,Fulton,31,7.7,25,2113,10,16,88,77.5,56169,1989,20,,,,New York,Essex,36910,,TRUE
New York,Genesee,29,8.5,23,929,9,15,65,77.8,62785,1874,23,,,,New York,Franklin,46373,,TRUE
New York,Greene,32,8.5,24,967,10,15,82,78.7,61375,1646,21,,,,New York,Fulton,52669,,TRUE
New York,Hamilton,29,7.4,24,590,10,16,100,79.8,57427,232,21,,,,New York,Genesee,57535,,TRUE
New York,Herkimer,31,7.9,25,2695,10,16,70,79.2,59366,2336,24,,,,New York,Greene,48061,,TRUE
New York,Jefferson,33,7.5,25,6820,9,15,55,77.8,59430,3866,21,,,,New York,Hamilton,5118,,TRUE
New York,Kings,25,7.7,28,41,9,14,100,80.7,66943,148502,17,,,,New York,Herkimer,59822,,TRUE
New York,Lewis,31,8.1,25,1216,10,16,45,79.8,59978,903,22,,,,New York,Jefferson,116637,,TRUE
New York,Livingston,30,8.5,22,2557,9,15,80,80,65221,1988,21,,,,New York,Kings,2590516,,TRUE
New York,Madison,29,8.3,21,4248,9,15,70,80.8,66419,2054,23,,,,New York,Lewis,26699,,TRUE
New York,Monroe,34,7.8,23,51065,9,14,95,79.3,66003,23720,22,,,,New York,Livingston,61516,,TRUE
New York,Montgomery,34,6.2,28,9225,11,16,62,77.1,55523,1848,19,,,,New York,Madison,67097,,TRUE
New York,Nassau,24,9.6,20,6490,7,12,99,81.9,125118,40069,18,,,,New York,Monroe,752035,,TRUE
New York,New York,19,8,20,0,8,13,100,83.7,84371,56677,22,,,,New York,Montgomery,49623,,TRUE
New York,Niagara,31,7.8,22,11395,9,15,89,77.3,61068,6679,22,,,,New York,Nassau,1383726,,TRUE
New York,Oneida,32,7.8,25,13146,10,15,86,77.5,59804,7813,21,,,,New York,New York,1596273,,TRUE
New York,Onondaga,30,7.9,21,28390,9,14,97,79,65548,15074,20,,,,New York,Niagara,210880,,TRUE
New York,Ontario,30,8.5,20,3288,8,14,79,80.1,76137,3416,21,,,,New York,Oneida,228846,,TRUE
New York,Orange,29,8.3,24,22260,9,15,86,79.5,88494,15083,19,,,,New York,Onondaga,468249,,TRUE
New York,Orleans,34,8,26,1641,11,16,72,77.5,56140,1326,21,,,,New York,Ontario,112707,,TRUE
New York,Oswego,33,7.9,24,3016,10,16,62,77.9,59394,4171,20,,,,New York,Orange,405941,,TRUE
New York,Otsego,32,7.5,20,6620,9,15,53,79.6,61664,1999,19,,,,New York,Orleans,39318,,TRUE
New York,Putnam,26,8.8,19,6677,7,13,98,82.2,107014,2963,22,,,,New York,Oswego,118287,,TRUE
New York,Queens,25,8.3,31,1663,9,13,99,81.8,72807,167484,15,,,,New York,Otsego,60636,,TRUE
New York,Rensselaer,27,8.3,22,6531,9,14,73,78.8,74106,4195,24,,,,New York,Putnam,98045,,TRUE
New York,Richmond,28,8.7,26,735,9,14,99,79.8,84744,15448,18,,,,New York,Queens,2278029,,TRUE
New York,Rockland,29,8.4,22,13584,9,13,96,81.4,98054,11935,18,,,,New York,Rensselaer,159853,,TRUE
New York,St. Lawrence,36,7.3,27,8160,10,16,48,78.7,55531,3581,22,,,,New York,Richmond,491133,,TRUE
New York,Saratoga,26,8.9,20,7848,8,13,87,81.3,87154,6146,24,,,,New York,Rockland,339022,,TRUE
New York,Schenectady,27,8.3,22,4613,9,14,90,78.7,72357,4754,21,,,,New York,St. Lawrence,107733,,TRUE
New York,Schoharie,34,8.5,24,415,9,15,37,80,67080,1008,21,,,,New York,Saratoga,238797,,TRUE
New York,Schuyler,32,8.1,24,65,10,16,48,78.9,57706,569,21,,,,New York,Schenectady,160093,,TRUE
New York,Seneca,34,8.2,25,726,10,15,64,77.7,60985,1289,20,,,,New York,Schoharie,30063,,TRUE
New York,Steuben,32,7.9,23,4356,10,15,50,78.2,57584,3693,22,,,,New York,Schuyler,17650,,TRUE
New York,Suffolk,28,9,22,60345,8,13,95,80.1,112681,50977,21,,,,New York,Seneca,32882,,TRUE
New York,Sullivan,33,8.2,25,2207,10,15,53,77.3,57017,3188,21,,,,New York,Steuben,92599,,TRUE
New York,Tioga,30,8.6,22,542,9,15,57,79.7,64052,1458,21,,,,New York,Suffolk,1525465,,TRUE
New York,Tompkins,27,8.1,18,5534,8,14,89,81.3,65402,2979,21,,,,New York,Sullivan,79658,,TRUE
New York,Ulster,29,7.9,22,11199,9,14,79,79.7,77427,7650,21,,,,New York,Tioga,47772,,TRUE
New York,Warren,28,8.1,21,3505,8,14,98,78.9,69314,2275,23,,,,New York,Tompkins,104777,,TRUE
New York,Washington,33,8.4,24,1495,10,15,64,78.3,61633,2117,21,,,,New York,Ulster,182319,,TRUE
New York,Wayne,31,8.5,24,1821,9,15,67,78.7,65299,3731,21,,,,New York,Warren,65599,,TRUE
New York,Westchester,21,9.1,21,12894,8,13,100,82.4,109131,39225,17,,,,New York,Washington,60841,,TRUE
New York,Wyoming,32,8.5,23,1798,9,15,64,78.9,66261,1211,22,,,,New York,Wayne,91125,,TRUE
New York,Yates,30,8.7,25,45,10,16,44,77.7,63619,1166,21,,,,New York,Westchester,990427,,TRUE
North Carolina,,34,6.5,22,715223,10,13,75,77.7,61997,964697,17,,,,New York,Wyoming,39666,,FALSE
North Carolina,Alamance,36,7,25,16794,11,15,82,76.8,58847,17510,17,,,,New York,Yates,24451,,TRUE
North Carolina,Alexander,34,7.3,23,2825,11,15,47,77,52989,3138,18,,,,North Carolina,North Carolina,10698973,,TRUE
North Carolina,Alleghany,34,7.1,26,222,12,16,37,77.3,45239,1195,18,,,,North Carolina,Alamance,176353,,TRUE
North Carolina,Anson,40,7.4,29,1247,12,16,37,73.4,40773,2005,15,,,,North Carolina,Alexander,36512,,TRUE
North Carolina,Ashe,34,6.9,22,2887,11,15,57,78.2,45551,2453,18,,,,North Carolina,Alleghany,11185,,TRUE
North Carolina,Avery,34,7.9,22,34,10,15,100,77.5,48470,1662,19,,,,North Carolina,Anson,22202,,TRUE
North Carolina,Beaufort,36,7,25,4389,11,15,63,75.9,50312,4229,16,,,,North Carolina,Ashe,27110,,TRUE
North Carolina,Bertie,43,5,31,5211,13,16,36,75.6,41280,1265,14,,,,North Carolina,Avery,17571,,TRUE
North Carolina,Bladen,40,6.8,28,2552,13,16,47,74.7,42398,3411,15,,,,North Carolina,Beaufort,44272,,TRUE
North Carolina,Brunswick,31,7.3,20,9253,9,15,78,79.2,67286,10394,21,,,,North Carolina,Bertie,17240,,TRUE
North Carolina,Buncombe,30,7,18,23393,9,14,75,78.4,63838,26935,18,,,,North Carolina,Bladen,29446,,TRUE
North Carolina,Burke,33,6.5,26,9096,12,16,60,76.5,53758,9630,18,,,,North Carolina,Brunswick,153064,,TRUE
North Carolina,Cabarrus,31,7.9,22,14719,9,14,61,78.4,79148,18876,17,,,,North Carolina,Buncombe,273589,,TRUE
North Carolina,Caldwell,34,6.2,24,12760,11,16,80,75.4,44705,8249,18,,,,North Carolina,Burke,87881,,TRUE
North Carolina,Camden,31,8.6,22,105,10,15,32,79.6,79162,1006,19,,,,North Carolina,Cabarrus,235797,,TRUE
North Carolina,Carteret,32,7.5,20,5120,9,14,84,77.1,63146,5342,19,,,,North Carolina,Caldwell,80492,,TRUE
North Carolina,Caswell,37,7.6,25,715,11,15,40,75.6,50879,1920,17,,,,North Carolina,Camden,11088,,TRUE
North Carolina,Catawba,30,7.1,22,15108,10,15,60,76.7,59841,15288,18,,,,North Carolina,Carteret,69380,,TRUE
North Carolina,Chatham,31,8.2,19,2890,9,14,71,80.5,82764,5828,18,,,,North Carolina,Caswell,22614,,TRUE
North Carolina,Cherokee,33,7.2,24,873,11,16,99,76.3,44211,2661,19,,,,North Carolina,Catawba,163462,,TRUE
North Carolina,Chowan,38,6.2,25,2409,11,16,33,75.6,48568,954,17,,,,North Carolina,Chatham,79864,,TRUE
North Carolina,Clay,32,7.5,22,116,10,15,100,78.1,51537,1108,19,,,,North Carolina,Cherokee,29512,,TRUE
North Carolina,Cleveland,37,7,26,5938,12,16,65,73.8,49009,9443,16,,,,North Carolina,Chowan,13940,,TRUE
North Carolina,Columbus,42,7.1,28,2134,13,17,39,73.5,41206,5764,16,,,,North Carolina,Clay,11614,,TRUE
North Carolina,Craven,34,7.2,22,9000,10,15,73,75.7,57628,8727,18,,,,North Carolina,Cleveland,100670,,TRUE
North Carolina,Cumberland,38,6.2,25,43317,11,16,78,75.7,52463,29188,14,,,,North Carolina,Columbus,49885,,TRUE
North Carolina,Currituck,32,8.7,20,109,9,14,76,78.1,82759,2429,20,,,,North Carolina,Craven,100874,,TRUE
North Carolina,Dare,28,7.5,18,2885,9,14,71,78.9,68682,3497,20,,,,North Carolina,Cumberland,336699,,TRUE
North Carolina,Davidson,34,7,24,15547,11,15,59,75.8,53473,17802,16,,,,North Carolina,Currituck,31015,,TRUE
North Carolina,Davie,32,7.3,21,3458,10,15,67,78.4,67224,3941,19,,,,North Carolina,Dare,37956,,TRUE
North Carolina,Duplin,39,7.4,28,3697,12,16,30,77.8,45149,8526,16,,,,North Carolina,Davidson,172586,,TRUE
